loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,is_default,fico_score,dti_score,revol_score,grade_score,delinq_score,total_score,risk_tier
18000.0, 60 months,16.55,443.01,D,D2,10+ years,MORTGAGE,80000.0,Not Verified,In Grace Period,debt_consolidation,NY,14.88,0.0,665.0,669.0,11.0,2.0,79.2,1,3,2,4,4,1,14,High Risk
30000.0, 36 months,11.99,996.29,C,C1,10+ years,MORTGAGE,150000.0,Source Verified,Fully Paid,home_improvement,PA,13.0,0.0,695.0,699.0,12.0,0.0,76.0,0,3,2,4,3,1,13,High Risk
13000.0, 60 months,11.99,289.12,C,C1,1 year,MORTGAGE,47000.0,Not Verified,Fully Paid,debt_consolidation,OH,15.77,0.0,675.0,679.0,14.0,0.0,55.2,0,3,2,3,3,1,12,Medium Risk
30000.0, 36 months,6.89,924.81,A,A3,8 years,MORTGAGE,100000.0,Source Verified,Fully Paid,debt_consolidation,GA,14.58,0.0,710.0,714.0,20.0,0.0,47.8,0,2,2,2,1,1,8,Low Risk
1800.0, 36 months,9.17,57.39,B,B2,4 years,RENT,88000.0,Source Verified,Fully Paid,other,MN,0.0,1.0,675.0,679.0,1.0,0.0,0.0,0,3,1,1,2,2,9,Medium Risk
10000.0, 36 months,15.41,348.67,D,D1,< 1 year,RENT,32000.0,Not Verified,Fully Paid,debt_consolidation,IL,35.07,0.0,705.0,709.0,10.0,0.0,28.0,0,2,4,2,4,1,13,High Risk
8975.0, 36 months,6.89,276.68,A,A3,6 years,RENT,125000.0,Not Verified,Fully Paid,credit_card,FL,12.94,1.0,735.0,739.0,22.0,0.0,25.7,0,2,2,2,1,2,9,Medium Risk
20000.0, 36 months,9.76,643.1,B,B3,1 year,RENT,75000.0,Verified,Fully Paid,credit_card,CA,28.5,1.0,670.0,674.0,8.0,0.0,84.5,0,3,3,4,2,2,14,High Risk
26500.0, 36 months,5.32,798.05,A,A1,10+ years,OWN,112197.0,Not Verified,Fully Paid,debt_consolidation,TX,12.24,0.0,750.0,754.0,14.0,0.0,37.9,0,1,2,2,1,1,7,Low Risk
8000.0, 36 months,11.22,262.75,B,B5,3 years,RENT,67000.0,Verified,Fully Paid,debt_consolidation,TX,12.56,0.0,665.0,669.0,5.0,0.0,91.8,0,3,2,4,2,1,12,Medium Risk
35000.0, 60 months,18.2,892.59,E,E1,9 years,MORTGAGE,145000.0,Source Verified,Fully Paid,debt_consolidation,WA,9.06,0.0,660.0,664.0,21.0,0.0,33.6,0,3,1,2,4,1,11,Medium Risk
6000.0, 36 months,5.32,180.69,A,A1,10+ years,MORTGAGE,110000.0,Not Verified,Fully Paid,home_improvement,GA,12.93,0.0,720.0,724.0,14.0,0.0,44.2,0,2,2,2,1,1,8,Low Risk
5000.0, 36 months,8.38,157.56,B,B1,< 1 year,RENT,90000.0,Source Verified,Fully Paid,credit_card,CA,1.4,1.0,685.0,689.0,4.0,0.0,37.7,0,3,1,2,2,2,10,Medium Risk
18000.0, 60 months,15.41,432.11,D,D1,10+ years,MORTGAGE,80127.0,Source Verified,Fully Paid,debt_consolidation,CO,34.28,0.0,690.0,694.0,12.0,0.0,96.2,0,3,4,4,4,1,16,High Risk
16100.0, 36 months,10.64,524.36,B,B4,10+ years,OWN,35000.0,Source Verified,Fully Paid,credit_card,NM,11.45,0.0,700.0,704.0,9.0,0.0,38.7,0,2,2,2,2,1,9,Medium Risk
3675.0, 36 months,13.67,125.02,C,C4,< 1 year,MORTGAGE,41600.0,Source Verified,Charged Off,credit_card,FL,27.89,1.0,660.0,664.0,16.0,0.0,30.0,1,3,3,2,3,2,13,High Risk
5000.0, 36 months,13.18,168.91,C,C3,10+ years,MORTGAGE,50000.0,Verified,Fully Paid,debt_consolidation,CA,19.61,0.0,690.0,694.0,7.0,0.0,54.3,0,3,2,3,3,1,12,Medium Risk
24000.0, 60 months,16.55,590.68,D,D2,10+ years,RENT,82500.0,Source Verified,Late (31-120 days),credit_card,CA,24.71,0.0,670.0,674.0,15.0,1.0,61.7,1,3,3,3,4,1,14,High Risk
17000.0, 36 months,6.89,524.06,A,A3,9 years,RENT,65000.0,Source Verified,Fully Paid,credit_card,VA,15.36,0.0,680.0,684.0,13.0,0.0,54.3,0,3,2,3,1,1,10,Medium Risk
20000.0, 60 months,13.67,461.96,C,C4,8 years,MORTGAGE,140000.0,Verified,Fully Paid,debt_consolidation,GA,15.22,0.0,660.0,664.0,10.0,1.0,80.6,0,3,2,4,3,1,13,High Risk
12000.0, 60 months,15.41,288.07,D,D1,Unknown,RENT,75000.0,Not Verified,Fully Paid,credit_card,OH,27.79,0.0,660.0,664.0,12.0,1.0,19.3,0,3,3,1,4,1,12,Medium Risk
12000.0, 36 months,9.17,382.55,B,B2,10+ years,MORTGAGE,39000.0,Verified,Fully Paid,credit_card,FL,19.91,2.0,660.0,664.0,10.0,0.0,35.4,0,3,2,2,2,3,12,Medium Risk
8550.0, 36 months,12.59,286.4,C,C2,6 years,RENT,54000.0,Source Verified,Charged Off,credit_card,MA,28.73,1.0,670.0,674.0,15.0,0.0,55.5,1,3,3,3,3,2,14,High Risk
13425.0, 36 months,12.59,449.7,C,C2,9 years,RENT,32000.0,Source Verified,Fully Paid,debt_consolidation,NC,4.61,0.0,750.0,754.0,9.0,0.0,24.7,0,1,1,1,3,1,7,Low Risk
20000.0, 36 months,11.99,664.2,C,C1,5 years,OWN,56000.0,Source Verified,Fully Paid,credit_card,MD,21.88,0.0,695.0,699.0,16.0,1.0,37.2,0,3,3,2,3,1,12,Medium Risk
6500.0, 36 months,6.89,200.38,A,A3,7 years,RENT,40000.0,Source Verified,Fully Paid,debt_consolidation,WI,14.88,0.0,690.0,694.0,9.0,0.0,35.1,0,3,2,2,1,1,9,Medium Risk
21600.0, 60 months,10.64,465.77,B,B4,10+ years,MORTGAGE,54000.0,Source Verified,Fully Paid,debt_consolidation,MD,11.82,0.0,740.0,744.0,8.0,0.0,28.7,0,2,2,2,2,1,9,Medium Risk
2375.0, 36 months,17.57,85.36,D,D4,< 1 year,OWN,37000.0,Source Verified,Fully Paid,credit_card,PA,28.06,1.0,665.0,669.0,9.0,0.0,92.6,0,3,3,4,4,2,16,High Risk
12000.0, 36 months,6.24,366.37,A,A2,< 1 year,MORTGAGE,70000.0,Verified,Fully Paid,credit_card,NY,9.72,0.0,685.0,689.0,15.0,1.0,52.7,0,3,1,3,1,1,9,Medium Risk
7500.0, 36 months,11.99,249.08,C,C1,3 years,RENT,66000.0,Source Verified,Charged Off,debt_consolidation,CA,4.47,3.0,660.0,664.0,16.0,0.0,89.7,1,3,1,4,3,4,15,High Risk
24000.0, 36 months,7.89,750.86,A,A5,4 years,MORTGAGE,90000.0,Not Verified,Fully Paid,credit_card,IL,30.96,0.0,745.0,749.0,14.0,0.0,36.1,0,2,4,2,1,1,10,Medium Risk
10000.0, 60 months,9.17,208.41,B,B2,< 1 year,MORTGAGE,40000.0,Not Verified,Fully Paid,debt_consolidation,SC,20.16,0.0,730.0,734.0,7.0,0.0,55.7,0,2,3,3,2,1,11,Medium Risk
24775.0, 36 months,14.48,852.54,C,C5,10+ years,OWN,59000.0,Verified,Fully Paid,debt_consolidation,IN,21.7,0.0,730.0,734.0,14.0,0.0,17.3,0,2,3,1,3,1,10,Medium Risk
15975.0, 60 months,24.99,468.8,F,F4,5 years,MORTGAGE,47000.0,Verified,Fully Paid,debt_consolidation,FL,2.4,1.0,670.0,674.0,10.0,0.0,58.5,0,3,1,3,4,2,13,High Risk
24000.0, 60 months,13.18,548.29,C,C3,10+ years,MORTGAGE,74900.0,Verified,Fully Paid,debt_consolidation,OR,16.15,0.0,660.0,664.0,7.0,1.0,98.5,0,3,2,4,3,1,13,High Risk
35000.0, 36 months,9.76,1125.42,B,B3,3 years,MORTGAGE,150000.0,Source Verified,Fully Paid,debt_consolidation,NY,11.58,0.0,720.0,724.0,9.0,0.0,74.5,0,2,2,3,2,1,10,Medium Risk
25500.0, 60 months,18.2,650.31,E,E1,1 year,OWN,118639.0,Source Verified,Fully Paid,home_improvement,TX,24.4,1.0,720.0,724.0,13.0,0.0,35.0,0,2,3,2,4,2,13,High Risk
24000.0, 36 months,7.89,750.86,A,A5,4 years,MORTGAGE,138500.0,Not Verified,Fully Paid,debt_consolidation,VA,14.47,0.0,730.0,734.0,7.0,0.0,52.9,0,2,2,3,1,1,9,Medium Risk
30000.0, 36 months,12.59,1004.91,C,C2,4 years,MORTGAGE,149800.0,Source Verified,Fully Paid,debt_consolidation,CA,16.17,1.0,680.0,684.0,8.0,0.0,68.1,0,3,2,3,3,2,13,High Risk
35000.0, 36 months,7.89,1095.0,A,A5,< 1 year,MORTGAGE,85000.0,Source Verified,Fully Paid,debt_consolidation,AZ,30.68,0.0,745.0,749.0,17.0,0.0,43.2,0,2,4,2,1,1,10,Medium Risk
18600.0, 60 months,20.99,503.09,E,E5,< 1 year,MORTGAGE,125000.0,Source Verified,Charged Off,debt_consolidation,PA,11.49,0.0,680.0,684.0,20.0,0.0,53.7,1,3,2,3,4,1,13,High Risk
9000.0, 36 months,6.89,277.45,A,A3,3 years,RENT,43000.0,Verified,Fully Paid,debt_consolidation,NV,8.9,0.0,740.0,744.0,5.0,0.0,36.3,0,2,1,2,1,1,7,Low Risk
9000.0, 36 months,11.22,295.59,B,B5,5 years,RENT,46350.0,Not Verified,Fully Paid,debt_consolidation,IN,28.72,0.0,695.0,699.0,13.0,1.0,19.9,0,3,3,1,2,1,10,Medium Risk
6000.0, 36 months,9.76,192.93,B,B3,Unknown,OWN,95000.0,Verified,Charged Off,debt_consolidation,MD,17.3,1.0,690.0,694.0,18.0,0.0,44.8,1,3,2,2,2,2,11,Medium Risk
6000.0, 36 months,9.17,191.28,B,B2,3 years,RENT,90000.0,Source Verified,Fully Paid,debt_consolidation,FL,16.51,0.0,680.0,684.0,18.0,0.0,35.6,0,3,2,2,2,1,10,Medium Risk
14000.0, 36 months,11.22,459.81,B,B5,10+ years,MORTGAGE,83000.0,Verified,Fully Paid,debt_consolidation,IN,31.86,0.0,740.0,744.0,23.0,0.0,27.5,0,2,4,2,2,1,11,Medium Risk
15000.0, 36 months,8.38,472.68,B,B1,2 years,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,DE,9.71,0.0,665.0,669.0,4.0,0.0,68.4,0,3,1,3,2,1,10,Medium Risk
12000.0, 36 months,5.32,361.38,A,A1,10+ years,MORTGAGE,50000.0,Not Verified,Fully Paid,debt_consolidation,CA,11.35,0.0,770.0,774.0,9.0,0.0,19.2,0,1,2,1,1,1,6,Low Risk
15000.0, 36 months,7.26,464.95,A,A4,3 years,RENT,90000.0,Verified,Charged Off,credit_card,OR,21.01,0.0,710.0,714.0,10.0,0.0,49.3,1,2,3,2,1,1,9,Medium Risk
20000.0, 36 months,7.26,619.93,A,A4,10+ years,MORTGAGE,70000.0,Not Verified,Fully Paid,debt_consolidation,IL,12.21,0.0,720.0,724.0,7.0,0.0,21.9,0,2,2,1,1,1,7,Low Risk
3000.0, 36 months,7.89,93.86,A,A5,Unknown,MORTGAGE,30800.0,Source Verified,Fully Paid,credit_card,MO,7.56,0.0,690.0,694.0,7.0,0.0,61.0,0,3,1,3,1,1,9,Medium Risk
30000.0, 60 months,18.99,778.06,E,E3,7 years,MORTGAGE,92500.0,Source Verified,Fully Paid,debt_consolidation,PA,18.63,0.0,665.0,669.0,12.0,0.0,71.4,0,3,2,3,4,1,13,High Risk
25000.0, 36 months,7.26,774.91,A,A4,8 years,MORTGAGE,127000.0,Verified,Fully Paid,debt_consolidation,NJ,27.05,1.0,700.0,704.0,24.0,0.0,40.1,0,2,3,2,1,2,10,Medium Risk
5400.0, 36 months,10.64,175.87,B,B4,Unknown,MORTGAGE,86900.0,Source Verified,Fully Paid,other,MD,11.5,2.0,705.0,709.0,9.0,0.0,19.0,0,2,2,1,2,3,10,Medium Risk
15200.0, 36 months,14.48,523.06,C,C5,10+ years,MORTGAGE,275000.0,Source Verified,Fully Paid,debt_consolidation,NJ,18.64,0.0,660.0,664.0,18.0,0.0,96.4,0,3,2,4,3,1,13,High Risk
7000.0, 36 months,11.99,232.47,C,C1,Unknown,MORTGAGE,103000.0,Verified,Fully Paid,other,IL,17.63,1.0,700.0,704.0,20.0,0.0,25.1,0,2,2,2,3,2,11,Medium Risk
35000.0, 36 months,11.99,1162.34,C,C1,9 years,RENT,74855.0,Verified,Charged Off,debt_consolidation,MI,23.51,0.0,700.0,704.0,13.0,0.0,61.1,1,2,3,3,3,1,12,Medium Risk
35000.0, 60 months,13.67,808.42,C,C4,9 years,MORTGAGE,150000.0,Source Verified,Fully Paid,home_improvement,CO,7.87,2.0,695.0,699.0,11.0,0.0,53.0,0,3,1,3,3,3,13,High Risk
12000.0, 36 months,9.17,382.55,B,B2,5 years,MORTGAGE,40000.0,Not Verified,Charged Off,debt_consolidation,CA,19.05,0.0,705.0,709.0,16.0,0.0,23.1,1,2,2,1,2,1,8,Low Risk
12800.0, 60 months,12.59,288.56,C,C2,8 years,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,MI,32.68,0.0,675.0,679.0,26.0,1.0,24.7,0,3,4,1,3,1,12,Medium Risk
9000.0, 36 months,9.17,286.92,B,B2,8 years,MORTGAGE,55000.0,Not Verified,Fully Paid,debt_consolidation,OK,32.78,1.0,665.0,669.0,19.0,0.0,56.1,0,3,4,3,2,2,14,High Risk
4800.0, 36 months,11.22,157.65,B,B5,10+ years,RENT,35000.0,Verified,Fully Paid,debt_consolidation,MN,29.53,0.0,675.0,679.0,8.0,1.0,34.8,0,3,3,2,2,1,11,Medium Risk
21000.0, 60 months,11.99,467.03,C,C1,3 years,MORTGAGE,71000.0,Not Verified,Fully Paid,debt_consolidation,WV,26.25,0.0,735.0,739.0,12.0,0.0,37.4,0,2,3,2,3,1,11,Medium Risk
35000.0, 36 months,11.99,1162.34,C,C1,10+ years,OWN,110000.0,Source Verified,Fully Paid,debt_consolidation,WA,25.59,0.0,695.0,699.0,9.0,0.0,67.0,0,3,3,3,3,1,13,High Risk
3600.0, 36 months,8.38,113.45,B,B1,10+ years,MORTGAGE,125000.0,Verified,Fully Paid,debt_consolidation,OK,18.15,1.0,670.0,674.0,10.0,0.0,84.2,0,3,2,4,2,2,13,High Risk
8000.0, 36 months,7.26,247.97,A,A4,6 years,MORTGAGE,95325.0,Source Verified,Fully Paid,debt_consolidation,MD,25.55,0.0,750.0,754.0,10.0,0.0,72.9,0,1,3,3,1,1,9,Medium Risk
7425.0, 36 months,17.86,267.92,D,D5,8 years,RENT,31000.0,Source Verified,Charged Off,credit_card,AZ,31.55,0.0,680.0,684.0,5.0,0.0,31.3,1,3,4,2,4,1,14,High Risk
35000.0, 36 months,11.99,1162.34,C,C1,10+ years,RENT,80000.0,Verified,Fully Paid,credit_card,OH,25.49,0.0,690.0,694.0,16.0,0.0,48.7,0,3,3,2,3,1,12,Medium Risk
20000.0, 36 months,9.76,643.1,B,B3,Unknown,RENT,51156.0,Verified,Fully Paid,debt_consolidation,NC,28.02,0.0,710.0,714.0,12.0,2.0,36.6,0,2,3,2,2,1,10,Medium Risk
5000.0, 36 months,11.99,166.05,C,C1,2 years,RENT,52000.0,Source Verified,Fully Paid,small_business,CA,11.05,0.0,665.0,669.0,11.0,0.0,62.6,0,3,2,3,3,1,12,Medium Risk
19025.0, 36 months,13.18,642.68,C,C3,2 years,MORTGAGE,76500.0,Source Verified,Fully Paid,home_improvement,NC,8.05,0.0,660.0,664.0,11.0,1.0,32.6,0,3,1,2,3,1,10,Medium Risk
11200.0, 36 months,6.24,341.95,A,A2,2 years,RENT,68500.0,Not Verified,Fully Paid,debt_consolidation,IL,9.74,1.0,740.0,744.0,12.0,0.0,2.2,0,2,1,1,1,2,7,Low Risk
22950.0, 36 months,13.67,780.71,C,C4,3 years,MORTGAGE,60000.0,Source Verified,Charged Off,credit_card,VA,28.82,0.0,690.0,694.0,20.0,0.0,59.0,1,3,3,3,3,1,13,High Risk
4000.0, 36 months,18.2,145.02,E,E1,< 1 year,RENT,10000.0,Source Verified,Fully Paid,credit_card,FL,57.14,0.0,660.0,664.0,7.0,0.0,72.1,0,3,4,3,4,1,15,High Risk
30000.0, 60 months,13.67,692.93,C,C4,< 1 year,MORTGAGE,130000.0,Source Verified,Fully Paid,debt_consolidation,NJ,13.38,0.0,725.0,729.0,15.0,0.0,38.9,0,2,2,2,3,1,10,Medium Risk
2000.0, 36 months,16.55,70.86,D,D2,10+ years,OWN,78000.0,Not Verified,Fully Paid,other,PA,33.66,0.0,675.0,679.0,17.0,0.0,78.7,0,3,4,4,4,1,16,High Risk
13000.0, 36 months,11.22,426.96,B,B5,< 1 year,RENT,61000.0,Verified,Fully Paid,debt_consolidation,FL,24.24,0.0,710.0,714.0,8.0,0.0,46.4,0,2,3,2,2,1,10,Medium Risk
23000.0, 60 months,11.99,511.51,C,C1,10+ years,RENT,92000.0,Not Verified,Fully Paid,credit_card,NY,14.15,0.0,695.0,699.0,20.0,0.0,33.7,0,3,2,2,3,1,11,Medium Risk
9200.0, 36 months,9.17,293.29,B,B2,10+ years,RENT,100960.0,Source Verified,Fully Paid,credit_card,CA,11.62,0.0,660.0,664.0,11.0,1.0,54.3,0,3,2,3,2,1,11,Medium Risk
14400.0, 60 months,23.99,414.18,F,F3,10+ years,MORTGAGE,50000.0,Source Verified,Charged Off,debt_consolidation,AL,24.75,0.0,675.0,679.0,8.0,0.0,79.0,1,3,3,4,4,1,15,High Risk
20000.0, 36 months,12.59,669.94,C,C2,8 years,MORTGAGE,100000.0,Not Verified,Charged Off,credit_card,IL,7.45,1.0,665.0,669.0,6.0,0.0,77.7,1,3,1,4,3,2,13,High Risk
12000.0, 36 months,8.38,378.15,B,B1,Unknown,RENT,60000.0,Verified,Fully Paid,credit_card,CA,20.72,1.0,700.0,704.0,19.0,0.0,31.5,0,2,3,2,2,2,11,Medium Risk
18000.0, 36 months,11.22,591.18,B,B5,9 years,MORTGAGE,56000.0,Source Verified,Fully Paid,debt_consolidation,FL,7.12,0.0,670.0,674.0,5.0,1.0,77.2,0,3,1,4,2,1,11,Medium Risk
2800.0, 36 months,11.22,91.97,B,B5,9 years,RENT,35000.0,Source Verified,Charged Off,debt_consolidation,VA,14.33,0.0,670.0,674.0,9.0,0.0,45.1,1,3,2,2,2,1,10,Medium Risk
20000.0, 60 months,18.99,518.71,E,E3,10+ years,MORTGAGE,73500.0,Source Verified,Fully Paid,debt_consolidation,MD,17.13,0.0,660.0,664.0,15.0,1.0,71.8,0,3,2,3,4,1,13,High Risk
14000.0, 60 months,13.18,319.84,C,C3,10+ years,MORTGAGE,84000.0,Not Verified,Fully Paid,debt_consolidation,TX,10.43,0.0,705.0,709.0,6.0,0.0,29.7,0,2,2,2,3,1,10,Medium Risk
6300.0, 36 months,17.57,226.41,D,D4,10+ years,MORTGAGE,68000.0,Source Verified,Fully Paid,debt_consolidation,IN,20.7,0.0,685.0,689.0,7.0,0.0,65.8,0,3,3,3,4,1,14,High Risk
12000.0, 60 months,11.99,266.88,C,C1,10+ years,MORTGAGE,40000.0,Not Verified,Fully Paid,debt_consolidation,TN,32.31,1.0,700.0,704.0,8.0,0.0,75.0,0,2,4,4,3,2,15,High Risk
10000.0, 60 months,12.59,225.44,C,C2,5 years,RENT,30000.0,Not Verified,Charged Off,credit_card,PA,20.68,0.0,670.0,674.0,12.0,1.0,28.6,1,3,3,2,3,1,12,Medium Risk
12000.0, 36 months,10.64,390.83,B,B4,10+ years,MORTGAGE,150000.0,Source Verified,Fully Paid,small_business,NC,20.43,0.0,690.0,694.0,9.0,0.0,64.9,0,3,3,3,2,1,12,Medium Risk
2525.0, 36 months,16.99,90.02,D,D3,6 years,RENT,38000.0,Verified,Fully Paid,other,KY,24.95,0.0,670.0,674.0,14.0,1.0,51.9,0,3,3,3,4,1,14,High Risk
17725.0, 60 months,17.86,448.75,D,D5,< 1 year,RENT,54000.0,Not Verified,Charged Off,debt_consolidation,OH,32.18,1.0,670.0,674.0,22.0,0.0,18.1,1,3,4,1,4,2,14,High Risk
9600.0, 36 months,14.48,330.35,C,C5,4 years,RENT,62000.0,Source Verified,Charged Off,debt_consolidation,TX,29.25,0.0,660.0,664.0,7.0,0.0,59.6,1,3,3,3,3,1,13,High Risk
12600.0, 60 months,21.99,347.93,F,F1,5 years,RENT,35000.0,Source Verified,Charged Off,credit_card,MA,28.12,0.0,680.0,684.0,9.0,0.0,89.6,1,3,3,4,4,1,15,High Risk
4775.0, 36 months,16.55,169.18,D,D2,3 years,OWN,60000.0,Source Verified,Fully Paid,debt_consolidation,NJ,8.98,0.0,660.0,664.0,10.0,2.0,45.8,0,3,1,2,4,1,11,Medium Risk
25000.0, 36 months,10.64,814.22,B,B4,10+ years,MORTGAGE,130000.0,Verified,Fully Paid,debt_consolidation,PA,23.84,0.0,710.0,714.0,8.0,0.0,100.2,0,2,3,4,2,1,12,Medium Risk
25000.0, 36 months,5.32,752.87,A,A1,< 1 year,MORTGAGE,100000.0,Not Verified,Fully Paid,debt_consolidation,MI,6.43,0.0,765.0,769.0,8.0,0.0,43.5,0,1,1,2,1,1,6,Low Risk
13850.0, 60 months,18.99,359.21,E,E3,10+ years,OWN,38500.0,Source Verified,Fully Paid,debt_consolidation,FL,30.26,0.0,675.0,679.0,11.0,0.0,75.4,0,3,4,4,4,1,16,High Risk
14000.0, 36 months,5.32,421.61,A,A1,4 years,MORTGAGE,71500.0,Not Verified,Charged Off,credit_card,SC,18.71,0.0,715.0,719.0,14.0,0.0,16.0,1,2,2,1,1,1,7,Low Risk
10000.0, 36 months,13.67,340.18,C,C4,< 1 year,RENT,50000.0,Verified,Charged Off,debt_consolidation,KS,34.04,0.0,675.0,679.0,33.0,0.0,62.4,1,3,4,3,3,1,14,High Risk
6875.0, 36 months,11.99,228.32,C,C1,10+ years,MORTGAGE,62000.0,Source Verified,Charged Off,debt_consolidation,IN,15.52,0.0,665.0,669.0,12.0,0.0,45.0,1,3,2,2,3,1,11,Medium Risk
12000.0, 36 months,5.32,361.38,A,A1,7 years,OWN,95000.0,Not Verified,Fully Paid,credit_card,VA,6.96,0.0,775.0,779.0,12.0,0.0,27.2,0,1,1,2,1,1,6,Low Risk
19200.0, 36 months,9.76,617.37,B,B3,2 years,MORTGAGE,828400.0,Source Verified,Fully Paid,other,VA,1.7,0.0,675.0,679.0,14.0,0.0,62.1,0,3,1,3,2,1,10,Medium Risk
24000.0, 36 months,9.76,771.72,B,B3,4 years,OWN,170000.0,Source Verified,Fully Paid,home_improvement,GA,0.77,0.0,750.0,754.0,5.0,0.0,32.0,0,1,1,2,2,1,7,Low Risk
19200.0, 36 months,13.18,648.59,C,C3,10+ years,RENT,90000.0,Verified,Charged Off,debt_consolidation,HI,21.17,0.0,660.0,664.0,6.0,0.0,95.5,1,3,3,4,3,1,14,High Risk
20000.0, 36 months,9.76,643.1,B,B3,1 year,RENT,55000.0,Verified,Fully Paid,debt_consolidation,FL,32.69,0.0,720.0,724.0,12.0,0.0,34.3,0,2,4,2,2,1,11,Medium Risk
15000.0, 36 months,11.22,492.65,B,B5,10+ years,MORTGAGE,110000.0,Source Verified,Fully Paid,debt_consolidation,NM,9.94,1.0,660.0,664.0,10.0,0.0,83.6,0,3,1,4,2,2,12,Medium Risk
4800.0, 36 months,14.48,165.18,C,C5,10+ years,RENT,80000.0,Source Verified,Fully Paid,debt_consolidation,NJ,17.94,0.0,670.0,674.0,11.0,1.0,4.7,0,3,2,1,3,1,10,Medium Risk
15400.0, 36 months,16.55,545.61,D,D2,10+ years,RENT,35001.0,Verified,Fully Paid,credit_card,CA,26.99,0.0,685.0,689.0,7.0,0.0,85.2,0,3,3,4,4,1,15,High Risk
10500.0, 60 months,17.86,265.84,D,D5,2 years,RENT,50000.0,Verified,Charged Off,debt_consolidation,VA,37.06,1.0,670.0,674.0,17.0,1.0,71.5,1,3,4,3,4,2,16,High Risk
35000.0, 36 months,9.17,1115.77,B,B2,1 year,MORTGAGE,210000.0,Source Verified,Fully Paid,debt_consolidation,CO,9.71,5.0,680.0,684.0,16.0,0.0,40.0,0,3,1,2,2,4,12,Medium Risk
8000.0, 36 months,9.17,255.04,B,B2,2 years,MORTGAGE,67000.0,Source Verified,Fully Paid,debt_consolidation,IN,20.16,0.0,660.0,664.0,11.0,0.0,61.2,0,3,3,3,2,1,12,Medium Risk
2000.0, 36 months,9.76,64.31,B,B3,5 years,OWN,60000.0,Source Verified,Fully Paid,debt_consolidation,KS,7.96,1.0,680.0,684.0,10.0,2.0,19.6,0,3,1,1,2,2,9,Medium Risk
4000.0, 36 months,11.99,132.84,C,C1,10+ years,MORTGAGE,60000.0,Source Verified,Charged Off,other,IN,22.87,0.0,680.0,684.0,8.0,0.0,53.8,1,3,3,3,3,1,13,High Risk
10000.0, 60 months,13.67,230.98,C,C4,2 years,RENT,24288.0,Verified,Charged Off,credit_card,FL,28.51,0.0,715.0,719.0,11.0,0.0,41.4,1,2,3,2,3,1,11,Medium Risk
8000.0, 36 months,7.26,247.97,A,A4,6 years,MORTGAGE,185000.0,Not Verified,Fully Paid,credit_card,PA,12.21,2.0,680.0,684.0,16.0,0.0,73.5,0,3,2,3,1,3,12,Medium Risk
20000.0, 36 months,12.59,669.94,C,C2,10+ years,OWN,150000.0,Source Verified,Charged Off,debt_consolidation,PA,14.28,0.0,705.0,709.0,7.0,0.0,57.1,1,2,2,3,3,1,11,Medium Risk
28000.0, 60 months,15.41,672.16,D,D1,8 years,MORTGAGE,104000.0,Not Verified,Fully Paid,debt_consolidation,AZ,20.75,2.0,670.0,674.0,9.0,0.0,74.2,0,3,3,3,4,3,16,High Risk
16000.0, 36 months,7.89,500.58,A,A5,10+ years,MORTGAGE,65000.0,Not Verified,Fully Paid,credit_card,PA,18.43,2.0,730.0,734.0,22.0,1.0,39.5,0,2,2,2,1,3,10,Medium Risk
15000.0, 36 months,14.48,516.17,C,C5,Unknown,RENT,39000.0,Verified,Fully Paid,debt_consolidation,CA,16.95,0.0,660.0,664.0,7.0,1.0,42.7,0,3,2,2,3,1,11,Medium Risk
1000.0, 36 months,11.99,33.21,C,C1,9 years,RENT,60000.0,Source Verified,Fully Paid,other,FL,16.68,0.0,720.0,724.0,4.0,0.0,96.4,0,2,2,4,3,1,12,Medium Risk
15000.0, 36 months,11.22,492.65,B,B5,< 1 year,RENT,40000.0,Verified,Charged Off,debt_consolidation,CA,27.75,0.0,685.0,689.0,17.0,0.0,66.4,1,3,3,3,2,1,12,Medium Risk
21000.0, 36 months,6.89,647.37,A,A3,8 years,MORTGAGE,120000.0,Source Verified,Fully Paid,debt_consolidation,TX,24.52,0.0,750.0,754.0,13.0,1.0,5.8,0,1,3,1,1,1,7,Low Risk
12000.0, 60 months,10.64,258.76,B,B4,3 years,OWN,52000.0,Source Verified,Fully Paid,debt_consolidation,MA,23.06,0.0,685.0,689.0,8.0,0.0,55.2,0,3,3,3,2,1,12,Medium Risk
8000.0, 36 months,7.89,250.29,A,A5,3 years,RENT,36000.0,Verified,Fully Paid,debt_consolidation,NC,4.7,0.0,695.0,699.0,7.0,0.0,29.3,0,3,1,2,1,1,8,Low Risk
10000.0, 60 months,12.59,225.44,C,C2,4 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,VA,13.56,0.0,680.0,684.0,6.0,6.0,26.1,0,3,2,2,3,1,11,Medium Risk
35000.0, 36 months,9.17,1115.77,B,B2,10+ years,MORTGAGE,150000.0,Verified,Fully Paid,credit_card,CA,14.25,0.0,695.0,699.0,10.0,0.0,86.0,0,3,2,4,2,1,12,Medium Risk
